date,process,workstation,characteristic,measurement_value,target,lsl,usl
2025-09-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.5237,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.979,200.0,180.0,220.0
2025-09-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.4621,200.0,180.0,220.0
2025-09-21,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.4827,200.0,180.0,220.0
2025-09-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.848,200.0,180.0,220.0
2025-09-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.6144,200.0,180.0,220.0
2025-09-22,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8295,200.0,180.0,220.0
2025-09-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.8654,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.6116,200.0,180.0,220.0
2025-09-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.1285,200.0,180.0,220.0
2025-09-14,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.931,200.0,180.0,220.0
2025-09-28,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.4261,200.0,180.0,220.0
2025-09-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.5667,200.0,180.0,220.0
2025-09-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.9089,200.0,180.0,220.0
2025-09-21,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.7547,200.0,180.0,220.0
2025-09-20,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.9755,200.0,180.0,220.0
2025-09-09,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9657,200.0,180.0,220.0
2025-09-20,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.2605,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),197.4453,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9347,200.0,180.0,220.0
2025-09-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.3221,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.735,200.0,180.0,220.0
2025-09-04,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8457,200.0,180.0,220.0
2025-09-09,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3873,200.0,180.0,220.0
2025-09-23,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.3758,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.6323,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.4858,200.0,180.0,220.0
2025-09-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.6011,200.0,180.0,220.0
2025-09-16,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8217,200.0,180.0,220.0
2025-09-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.985,200.0,180.0,220.0
2025-09-10,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.7934,200.0,180.0,220.0
2025-09-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.4473,200.0,180.0,220.0
2025-09-23,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5912,200.0,180.0,220.0
2025-09-11,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.2312,200.0,180.0,220.0
2025-09-27,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5548,200.0,180.0,220.0
2025-09-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.3349,200.0,180.0,220.0
2025-09-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.8633,200.0,180.0,220.0
2025-09-03,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.7129,200.0,180.0,220.0
2025-09-16,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9995,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.9112,200.0,180.0,220.0
2025-09-27,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.9365,200.0,180.0,220.0
2025-09-27,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3121,200.0,180.0,220.0
2025-09-04,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.5315,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.695,200.0,180.0,220.0
2025-09-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7007,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.0749,200.0,180.0,220.0
2025-09-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.205,200.0,180.0,220.0
2025-09-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0836,200.0,180.0,220.0
2025-09-25,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0115,200.0,180.0,220.0
2025-09-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.2193,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.367,200.0,180.0,220.0
2025-09-13,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.7541,200.0,180.0,220.0
2025-09-10,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.7563,200.0,180.0,220.0
2025-09-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1263,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0638,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.6645,200.0,180.0,220.0
2025-09-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.1213,200.0,180.0,220.0
2025-09-09,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.7809,200.0,180.0,220.0
2025-09-21,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.9408,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.5739,200.0,180.0,220.0
2025-09-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0639,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.0959,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.7531,200.0,180.0,220.0
2025-09-14,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.1054,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.2731,200.0,180.0,220.0
2025-09-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.0282,200.0,180.0,220.0
2025-09-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.8218,200.0,180.0,220.0
2025-09-13,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5418,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.0398,200.0,180.0,220.0
2025-09-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.6009,200.0,180.0,220.0
2025-09-16,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.0313,200.0,180.0,220.0
2025-09-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.044,200.0,180.0,220.0
2025-09-12,Hose Clamp Assembly,Line 1,Hose pull-off force (N),201.2092,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.5699,200.0,180.0,220.0
2025-09-16,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.2626,200.0,180.0,220.0
2025-09-22,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0561,200.0,180.0,220.0
2025-09-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.4468,200.0,180.0,220.0
2025-09-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.206,200.0,180.0,220.0
2025-09-12,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.7122,200.0,180.0,220.0
2025-09-05,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0173,200.0,180.0,220.0
2025-09-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.6592,200.0,180.0,220.0
2025-09-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.0597,200.0,180.0,220.0
2025-09-08,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.3784,200.0,180.0,220.0
2025-09-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),203.0413,200.0,180.0,220.0
2025-09-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.913,200.0,180.0,220.0
2025-09-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.2582,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.7987,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5913,200.0,180.0,220.0
2025-09-13,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.991,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.2465,200.0,180.0,220.0
2025-09-09,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.0421,200.0,180.0,220.0
2025-09-16,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9521,200.0,180.0,220.0
2025-09-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.2869,200.0,180.0,220.0
2025-09-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.4324,200.0,180.0,220.0
2025-09-23,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.6489,200.0,180.0,220.0
2025-09-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.8769,200.0,180.0,220.0
2025-09-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.7973,200.0,180.0,220.0
2025-09-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.1322,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.6294,200.0,180.0,220.0
2025-09-09,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9441,200.0,180.0,220.0
2025-09-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1428,200.0,180.0,220.0
2025-09-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.08,200.0,180.0,220.0
2025-09-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.4902,200.0,180.0,220.0
2025-09-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.9849,200.0,180.0,220.0
2025-09-27,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.4376,200.0,180.0,220.0
2025-09-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.5115,200.0,180.0,220.0
2025-09-15,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.0424,200.0,180.0,220.0
2025-09-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0223,200.0,180.0,220.0
2025-09-17,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.543,200.0,180.0,220.0
2025-09-24,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8455,200.0,180.0,220.0
2025-09-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.1217,200.0,180.0,220.0
2025-10-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.8765,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1998,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.7926,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0751,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.6426,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.7078,200.0,180.0,220.0
2025-10-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.4125,200.0,180.0,220.0
2025-10-05,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.3088,200.0,180.0,220.0
2025-10-10,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.4503,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9486,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 1,Hose pull-off force (N),202.2725,200.0,180.0,220.0
2025-10-04,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.5451,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.178,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.93,200.0,180.0,220.0
2025-10-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.5248,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5477,200.0,180.0,220.0
2025-10-16,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.7243,200.0,180.0,220.0
2025-10-04,Hose Clamp Assembly,Line 1,Hose pull-off force (N),203.0379,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.3412,200.0,180.0,220.0
2025-10-27,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.2139,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.886,200.0,180.0,220.0
2025-10-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.0885,200.0,180.0,220.0
2025-10-23,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.4511,200.0,180.0,220.0
2025-10-09,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5797,200.0,180.0,220.0
2025-10-12,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.5075,200.0,180.0,220.0
2025-10-20,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.7208,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.9606,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.3812,200.0,180.0,220.0
2025-10-16,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.6477,200.0,180.0,220.0
2025-10-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.2164,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.9299,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.043,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0666,200.0,180.0,220.0
2025-10-26,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.3748,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.2156,200.0,180.0,220.0
2025-10-09,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.7072,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.0097,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 2,Hose pull-off force (N),197.3526,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.4118,200.0,180.0,220.0
2025-10-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.5793,200.0,180.0,220.0
2025-10-04,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.8212,200.0,180.0,220.0
2025-10-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.0288,200.0,180.0,220.0
2025-10-13,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.3216,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.9986,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.8004,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.231,200.0,180.0,220.0
2025-10-06,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.121,200.0,180.0,220.0
2025-10-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.8154,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.4668,200.0,180.0,220.0
2025-10-04,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.6235,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.8035,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.5114,200.0,180.0,220.0
2025-10-23,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.2232,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.8561,200.0,180.0,220.0
2025-10-06,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.3603,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0499,200.0,180.0,220.0
2025-10-17,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7873,200.0,180.0,220.0
2025-10-22,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.1592,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.552,200.0,180.0,220.0
2025-10-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.6637,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.1665,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.9527,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.7387,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.4791,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 3,Hose pull-off force (N),202.3987,200.0,180.0,220.0
2025-10-08,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.5464,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.9427,200.0,180.0,220.0
2025-10-13,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.9577,200.0,180.0,220.0
2025-10-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.3382,200.0,180.0,220.0
2025-10-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.6349,200.0,180.0,220.0
2025-10-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.6883,200.0,180.0,220.0
2025-10-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.2755,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.3518,200.0,180.0,220.0
2025-10-20,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0365,200.0,180.0,220.0
2025-10-17,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9901,200.0,180.0,220.0
2025-10-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.1616,200.0,180.0,220.0
2025-10-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.9074,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.9565,200.0,180.0,220.0
2025-10-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.9483,200.0,180.0,220.0
2025-10-27,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.132,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.6874,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.5767,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.2927,200.0,180.0,220.0
2025-10-04,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.4539,200.0,180.0,220.0
2025-10-15,Hose Clamp Assembly,Line 2,Hose pull-off force (N),203.0588,200.0,180.0,220.0
2025-10-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.2817,200.0,180.0,220.0
2025-10-09,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0496,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0562,200.0,180.0,220.0
2025-10-08,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.2759,200.0,180.0,220.0
2025-10-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7021,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.7146,200.0,180.0,220.0
2025-10-13,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.1638,200.0,180.0,220.0
2025-10-07,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.3023,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.2545,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.9275,200.0,180.0,220.0
2025-10-06,Hose Clamp Assembly,Line 2,Hose pull-off force (N),202.0251,200.0,180.0,220.0
2025-10-27,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.895,200.0,180.0,220.0
2025-10-23,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.9936,200.0,180.0,220.0
2025-10-27,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.775,200.0,180.0,220.0
2025-10-20,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.559,200.0,180.0,220.0
2025-10-10,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.4391,200.0,180.0,220.0
2025-10-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.5568,200.0,180.0,220.0
2025-10-13,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.4554,200.0,180.0,220.0
2025-10-25,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.3405,200.0,180.0,220.0
2025-10-25,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.7189,200.0,180.0,220.0
2025-10-12,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.5448,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.8459,200.0,180.0,220.0
2025-10-28,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.7032,200.0,180.0,220.0
2025-10-24,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.537,200.0,180.0,220.0
2025-10-28,Hose Clamp Assembly,Line 3,Hose pull-off force (N),200.0657,200.0,180.0,220.0
2025-10-01,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.4098,200.0,180.0,220.0
2025-10-25,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.9189,200.0,180.0,220.0
2025-10-13,Hose Clamp Assembly,Line 1,Hose pull-off force (N),199.0045,200.0,180.0,220.0
2025-10-10,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.7935,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.5863,200.0,180.0,220.0
2025-10-18,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.2096,200.0,180.0,220.0
2025-10-05,Hose Clamp Assembly,Line 2,Hose pull-off force (N),199.0691,200.0,180.0,220.0
2025-10-17,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.6804,200.0,180.0,220.0
2025-10-08,Hose Clamp Assembly,Line 1,Hose pull-off force (N),197.6219,200.0,180.0,220.0
2025-10-02,Hose Clamp Assembly,Line 3,Hose pull-off force (N),201.9708,200.0,180.0,220.0
2025-10-24,Hose Clamp Assembly,Line 2,Hose pull-off force (N),201.0532,200.0,180.0,220.0
2025-10-15,Hose Clamp Assembly,Line 3,Hose pull-off force (N),198.6324,200.0,180.0,220.0
2025-10-19,Hose Clamp Assembly,Line 3,Hose pull-off force (N),199.8853,200.0,180.0,220.0
2025-10-03,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.0581,200.0,180.0,220.0
2025-10-14,Hose Clamp Assembly,Line 2,Hose pull-off force (N),200.9799,200.0,180.0,220.0
2025-10-26,Hose Clamp Assembly,Line 2,Hose pull-off force (N),198.5852,200.0,180.0,220.0
2025-10-05,Hose Clamp Assembly,Line 1,Hose pull-off force (N),200.862,200.0,180.0,220.0
2025-10-11,Hose Clamp Assembly,Line 1,Hose pull-off force (N),198.9078,200.0,180.0,220.0
2025-10-16,Hose Clamp Assembly,Line 3,Hose pull-off force (N),197.9688,200.0,180.0,220.0
2025-01-13,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0104,5.0,4.9,5.1
2025-01-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0184,5.0,4.9,5.1
2025-01-17,Coldplate Machining,Line 2,Coldplate thickness (mm),4.995,5.0,4.9,5.1
2025-01-25,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0067,5.0,4.9,5.1
2025-01-05,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-01-16,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0072,5.0,4.9,5.1
2025-01-07,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9934,5.0,4.9,5.1
2025-01-13,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9946,5.0,4.9,5.1
2025-01-19,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9976,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0029,5.0,4.9,5.1
2025-01-24,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9985,5.0,4.9,5.1
2025-01-08,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0065,5.0,4.9,5.1
2025-01-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0087,5.0,4.9,5.1
2025-01-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0061,5.0,4.9,5.1
2025-01-11,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0124,5.0,4.9,5.1
2025-01-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.005,5.0,4.9,5.1
2025-01-04,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9949,5.0,4.9,5.1
2025-01-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0108,5.0,4.9,5.1
2025-01-12,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9987,5.0,4.9,5.1
2025-01-07,Coldplate Machining,Line 2,Coldplate thickness (mm),5.008,5.0,4.9,5.1
2025-01-12,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0121,5.0,4.9,5.1
2025-01-21,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0052,5.0,4.9,5.1
2025-01-25,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9932,5.0,4.9,5.1
2025-01-06,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9968,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0106,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0014,5.0,4.9,5.1
2025-01-15,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0029,5.0,4.9,5.1
2025-01-27,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0071,5.0,4.9,5.1
2025-01-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0067,5.0,4.9,5.1
2025-01-12,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0041,5.0,4.9,5.1
